736696.0,19.68,7.3
736696.010417,20.16,8.22
736696.020833,20.04,8.36
736696.03125,19.47,11.33
736696.041667,18.58,13.66
736696.052083,17.68,13.77
736696.0625,17.6,13.79
736696.072917,17.42,15.5
736696.083333,17.32,16.03
736696.09375,17.19,14.02
736696.104167,17.21,13.56
736696.114583,17.15,14.03
736696.125,17.1,15.91
736696.135417,17.2,14.79
736696.145833,18.27,14.45
736696.15625,21.22,15.53
736696.166667,22.05,15.4
736696.177083,21.85,13.66
736696.1875,21.65,14.18
736696.197917,21.24,14.69
736696.208333,20.95,17.53
736696.21875,20.92,20.24
736696.229167,21.05,20.6
736696.239583,21.2,19.29
736696.25,21.29,19.14
736696.260417,21.81,18.45
736696.270833,22.7,18.14
736696.28125,23.52,14.68
736696.291667,24.29,11.09
736696.302083,24.93,7.5
736696.3125,25.46,6.55
736696.322917,25.83,6.28
736696.333333,26.07,5.91
736696.34375,25.59,7.27
736696.354167,24.45,6.42
736696.364583,22.94,6.06
736696.375,21.43,8.11
736696.385417,18.63,15.87
736696.395833,14.96,15.35
736696.40625,11.66,11.96
736696.416667,8.86,8.42
736696.427083,7.04,4.2
736696.4375,6.06,1.73
736696.447917,5.27,2.55
736696.458333,4.47,4.12
736696.46875,4.01,6.25
736696.479167,3.75,4.96
736696.489583,3.5,5.89
736696.5,3.32,8.73
736696.510417,3.15,8.58
736696.520833,3.04,6.44
736696.53125,2.94,5.59
736696.541667,2.88,4.87
736696.552083,2.75,3.73
736696.5625,2.58,2.58
736696.572917,2.49,2.78
736696.583333,2.43,2.77
736696.59375,2.27,1.87
736696.604167,2.16,1.14
736696.614583,1.87,0.53
736696.625,1.47,0.11
736696.635417,1.46,-0.15
736696.645833,1.55,0.13
736696.65625,1.68,0.5
736696.666667,1.88,0.48
736696.677083,2.21,0.31
736696.6875,2.75,0.35
736696.697917,3.32,0.51
736696.708333,3.72,0.84
736696.71875,2.37,2.01
736696.729167,0.94,2.13
736696.739583,0.71,2.59
736696.75,1.09,3.8
736696.760417,0.64,5.19
736696.770833,0.75,6.03
736696.78125,0.88,6.22
736696.791667,1.09,6.24
736696.802083,1.05,5.01
736696.8125,1.17,5.05
736696.822917,1.3,6.52
736696.833333,1.48,5.84
736696.84375,1.57,5.12
736696.854167,1.58,4.5
736696.864583,1.59,1.77
736696.875,1.6,0.84
736696.885417,1.6,0.66
736696.895833,1.57,0.3
736696.90625,1.55,0.01
736696.916667,1.52,-0.3
736696.927083,1.49,0.19
736696.9375,1.45,0.58
736696.947917,1.41,0.36
736696.958333,1.37,0.31
736696.96875,1.26,-0.17
736696.979167,1.09,-0.42
736696.989583,0.95,-0.47
736697.0,0.83,-0.37
736697.010417,1.12,0.41
736697.020833,0.71,0.47
736697.03125,0.41,0.69
736697.041667,0.38,0.84
736697.052083,0.85,0.33
736697.0625,1.06,2.13
736697.072917,1.3,1.53
736697.083333,1.54,0.24
736697.09375,1.78,0.09
736697.104167,2.07,0.35
736697.114583,2.43,0.9
736697.125,2.86,1.47
736697.135417,3.38,1.11
736697.145833,4.05,2.2
736697.15625,4.89,0.97
736697.166667,5.97,2.24
736697.177083,7.06,1.42
736697.1875,8.09,0.02
736697.197917,9.27,0.77
736697.208333,10.52,1.16
736697.21875,11.38,1.71
736697.229167,11.69,2.55
736697.239583,11.42,3.06
736697.25,10.82,9.93
736697.260417,10.23,11.09
736697.270833,9.85,6.8
736697.28125,9.86,2.33
736697.291667,10.02,1.63
736697.302083,10.21,3.84
736697.3125,10.3,2.27
736697.322917,10.35,1.6
736697.333333,10.41,1.03
736697.34375,10.21,0.83
736697.354167,9.78,2.51
736697.364583,9.3,4.37
736697.375,8.82,5.68
736697.385417,8.31,5.42
736697.395833,7.73,4.68
736697.40625,7.2,5.05
736697.416667,6.65,3.69
736697.427083,6.58,2.39
736697.4375,6.75,2.42
736697.447917,6.9,1.87
736697.458333,6.93,1.76
736697.46875,6.95,1.28
736697.479167,6.95,0.78
736697.489583,6.88,0.74
736697.5,6.72,0.33
736697.510417,6.43,0.2
736697.520833,6.02,0.08
736697.53125,5.7,-0.16
736697.541667,5.36,-0.03
736697.552083,5.18,-0.03
736697.5625,5.16,0.21
736697.572917,5.12,0.16
736697.583333,5.08,-0.09
736697.59375,5.08,0.06
736697.604167,5.09,-0.14
736697.614583,5.13,-0.12
736697.625,5.11,-0.12
736697.635417,5.14,-0.08
736697.645833,5.16,-0.09
736697.65625,5.18,-0.15
736697.666667,5.19,-0.29
736697.677083,5.27,-0.27
736697.6875,5.36,-0.27
736697.697917,5.48,-0.31
736697.708333,5.57,-0.31
736697.71875,5.75,-0.23
736697.729167,6.02,-0.05
736697.739583,6.26,0.66
736697.75,6.52,2.41
736697.760417,6.72,6.59
736697.770833,6.82,8.51
736697.78125,6.88,11.05
736697.791667,6.97,13.06
736697.802083,7.06,11.68
736697.8125,7.08,7.95
736697.822917,7.18,6.17
736697.833333,7.22,5.39
736697.84375,7.21,6.12
736697.854167,7.05,7.65
736697.864583,6.93,7.88
736697.875,6.84,5.96
736697.885417,6.75,6.75
736697.895833,6.68,5.44
736697.90625,6.62,5.04
736697.916667,6.61,6.8
736697.927083,6.62,7.13
736697.9375,6.71,8.94
736697.947917,6.8,11.52
736697.958333,6.95,12.09
736697.96875,7.1,11.96
736697.979167,7.26,10.81
736697.989583,7.45,9.45
736698.0,7.63,9.8
736698.010417,7.85,9.13
736698.020833,7.93,8.61
736698.03125,8.08,10.11
736698.041667,8.19,11.19
736698.052083,8.31,11.43
736698.0625,8.43,11.35
736698.072917,8.53,10.18
736698.083333,8.61,10.1
736698.09375,8.59,10.41
736698.104167,8.49,8.36
736698.114583,8.42,7.62
736698.125,8.24,6.83
736698.135417,7.98,6.15
736698.145833,7.66,4.37
736698.15625,7.3,3.17
736698.166667,6.92,2.8
736698.177083,6.56,2.67
736698.1875,6.21,1.99
736698.197917,5.83,1.88
736698.208333,5.47,1.91
736698.21875,5.15,2.11
736698.229167,4.84,1.57
736698.239583,4.54,1.61
