736696.0,2.78,8.41
736696.010417,2.68,9.38
736696.020833,2.42,9.92
736696.03125,2.03,7.5
736696.041667,1.86,10.65
736696.052083,1.82,12.97
736696.0625,1.76,15.95
736696.072917,1.69,17.8
736696.083333,1.62,15.54
736696.09375,1.58,19.54
736696.104167,1.57,22.37
736696.114583,1.62,19.87
736696.125,1.64,16.48
736696.135417,1.69,13.0
736696.145833,1.74,10.54
736696.15625,1.77,8.69
736696.166667,1.78,5.81
736696.177083,1.78,5.18
736696.1875,1.78,3.88
736696.197917,1.78,4.75
736696.208333,1.77,3.14
736696.21875,1.8,0.04
736696.229167,1.93,0.0
736696.239583,2.24,0.0
736696.25,2.51,0.0
736696.260417,2.63,0.0
736696.270833,2.65,0.0
736696.28125,2.65,0.01
736696.291667,2.65,0.21
736696.302083,2.65,0.85
736696.3125,2.65,0.81
736696.322917,2.66,2.44
736696.333333,2.67,3.33
736696.34375,2.68,9.11
736696.354167,2.68,8.42
736696.364583,2.68,7.93
736696.375,2.64,5.98
736696.385417,2.52,7.6
736696.395833,2.28,10.64
736696.40625,1.91,8.84
736696.416667,1.59,3.81
736696.427083,1.4,1.78
736696.4375,1.35,0.62
736696.447917,1.4,0.01
736696.458333,1.5,0.0
736696.46875,1.6,0.0
736696.479167,1.67,0.18
736696.489583,1.74,0.55
736696.5,1.81,0.0
736696.510417,1.89,0.0
736696.520833,1.98,0.0
736696.53125,2.07,0.0
736696.541667,2.16,0.0
736696.552083,2.31,0.0
736696.5625,2.51,0.0
736696.572917,2.69,1.25
736696.583333,2.81,4.46
736696.59375,2.88,8.93
736696.604167,2.88,8.75
736696.614583,2.82,6.8
736696.625,2.7,5.9
736696.635417,2.51,7.01
736696.645833,2.3,7.96
736696.65625,2.06,7.37
736696.666667,1.81,6.75
736696.677083,1.61,9.38
736696.6875,1.44,8.6
736696.697917,1.31,3.53
736696.708333,1.11,5.16
736696.71875,0.69,7.41
736696.729167,0.39,10.65
736696.739583,0.36,13.82
736696.75,0.38,12.92
736696.760417,0.64,11.26
736696.770833,1.16,11.04
736696.78125,1.31,12.26
736696.791667,1.32,12.97
736696.802083,1.31,11.2
736696.8125,1.25,12.7
736696.822917,1.14,10.14
736696.833333,1.05,7.62
736696.84375,0.91,8.0
736696.854167,0.76,5.78
736696.864583,0.63,2.81
736696.875,0.56,0.83
736696.885417,0.53,0.0
736696.895833,0.55,0.0
736696.90625,0.57,0.0
736696.916667,0.58,0.0
736696.927083,0.6,0.0
736696.9375,0.62,0.0
736696.947917,0.64,0.0
736696.958333,0.68,0.0
736696.96875,0.76,0.0
736696.979167,0.98,0.0
736696.989583,1.51,0.0
736697.0,2.21,0.0
736697.010417,2.65,0.0
736697.020833,2.83,0.0
736697.03125,2.95,0.0
736697.041667,3.06,0.05
736697.052083,3.19,0.41
736697.0625,3.35,6.37
736697.072917,3.54,3.12
736697.083333,3.76,4.47
736697.09375,4.01,6.74
736697.104167,4.27,7.69
736697.114583,4.58,27.75
736697.125,4.95,72.66
736697.135417,5.41,73.01
736697.145833,6.08,51.36
736697.15625,6.54,40.96
736697.166667,6.12,33.84
736697.177083,6.11,29.57
736697.1875,6.34,25.49
736697.197917,6.59,20.37
736697.208333,6.77,16.74
736697.21875,6.83,11.05
736697.229167,6.75,15.39
736697.239583,6.55,18.65
736697.25,6.3,15.94
736697.260417,6.08,17.79
736697.270833,5.9,23.43
736697.28125,5.66,17.24
736697.291667,5.45,12.68
736697.302083,5.22,16.16
736697.3125,5.01,17.92
736697.322917,4.71,11.91
736697.333333,4.32,10.56
736697.34375,3.86,12.01
736697.354167,3.48,11.88
736697.364583,3.2,19.01
736697.375,2.97,36.06
736697.385417,2.84,40.93
736697.395833,2.78,31.23
736697.40625,2.72,37.32
736697.416667,2.65,46.45
736697.427083,2.74,54.9
736697.4375,2.86,54.09
736697.447917,3.0,58.03
736697.458333,3.18,55.31
736697.46875,2.96,44.68
736697.479167,3.02,40.29
736697.489583,3.09,44.51
736697.5,3.17,44.13
736697.510417,3.22,45.26
736697.520833,3.21,42.94
736697.53125,3.1,35.23
736697.541667,3.01,23.91
736697.552083,2.91,21.57
736697.5625,2.8,17.46
736697.572917,2.71,15.8
736697.583333,2.62,15.66
736697.59375,2.52,12.95
736697.604167,2.43,12.02
736697.614583,2.36,15.5
736697.625,2.41,13.87
736697.635417,2.98,16.9
736697.645833,3.86,19.78
736697.65625,4.36,17.64
736697.666667,4.6,15.86
736697.677083,4.71,14.38
736697.6875,4.77,18.91
736697.697917,4.83,23.42
736697.708333,4.88,26.75
736697.71875,4.91,28.21
736697.729167,4.92,16.49
736697.739583,4.91,11.44
736697.75,4.86,9.69
736697.760417,4.67,12.83
736697.770833,4.28,16.62
736697.78125,3.97,17.33
736697.791667,3.85,17.96
736697.802083,3.82,22.35
736697.8125,3.81,24.02
736697.822917,3.81,18.66
736697.833333,3.79,15.88
736697.84375,3.76,20.07
736697.854167,3.68,18.8
736697.864583,3.5,14.41
736697.875,3.22,13.12
736697.885417,2.94,11.52
736697.895833,2.76,6.64
736697.90625,2.63,3.48
736697.916667,2.51,2.03
736697.927083,2.33,0.04
736697.9375,2.0,0.0
736697.947917,1.47,0.0
736697.958333,0.85,0.0
736697.96875,0.46,0.0
736697.979167,0.33,0.0
736697.989583,0.34,0.0
736698.0,0.42,0.0
736698.010417,0.5,0.0
736698.020833,0.57,0.0
736698.03125,0.62,0.0
736698.041667,0.7,0.0
736698.052083,0.76,0.0
736698.0625,0.85,0.0
736698.072917,0.99,0.0
736698.083333,1.0,0.0
736698.09375,0.57,0.0
736698.104167,0.25,0.0
736698.114583,0.23,0.0
736698.125,0.26,0.0
736698.135417,0.41,0.0
736698.145833,0.9,0.0
736698.15625,1.44,0.0
736698.166667,1.67,0.0
736698.177083,0.26,0.0
736698.1875,0.0,0.0
736698.197917,1.26,0.0
736698.208333,1.87,0.0
736698.21875,1.61,0.0
736698.229167,0.0,0.0
736698.239583,0.27,0.0
736698.25,3.27,0.0
736698.260417,0.0,0.0
736698.270833,0.0,0.0
736698.28125,0.0,0.0
736698.291667,0.15,0.0
736698.302083,0.78,0.0
736698.3125,0.0,0.0
736698.322917,0.0,0.0
736698.333333,0.9,0.0
736698.34375,1.02,0.0
736698.354167,1.59,2.25
736698.364583,0.84,5.67
736698.375,0.62,6.0
736698.385417,0.61,1.96
736698.395833,0.61,1.88
736698.40625,0.61,1.42
736698.416667,0.61,0.88
736698.427083,0.62,1.22
736698.4375,0.62,0.45
736698.447917,0.62,1.08
736698.458333,0.64,0.61
736698.46875,0.65,0.11
736698.479167,0.66,0.0
736698.489583,0.69,0.0
736698.5,0.71,0.0
736698.510417,0.74,0.0
736698.520833,0.76,0.0
736698.53125,0.78,0.5
736698.541667,0.8,4.19
736698.552083,0.83,4.54
736698.5625,0.87,3.12
736698.572917,0.93,1.43
736698.583333,0.99,0.41
736698.59375,1.05,0.35
736698.604167,1.11,0.21
736698.614583,1.19,0.75
736698.625,1.39,0.11
736698.635417,1.67,0.0
736698.645833,1.73,0.0
736698.65625,1.68,0.0
736698.666667,1.51,0.0
736698.677083,1.35,0.0
736698.6875,1.74,0.0
736698.697917,1.98,0.0
736698.708333,2.06,0.0
736698.71875,2.1,0.69
736698.729167,2.14,1.96
736698.739583,2.16,8.34
736698.75,2.18,18.13
736698.760417,2.21,18.76
736698.770833,2.26,13.77
736698.78125,2.31,14.14
736698.791667,2.35,14.19
736698.802083,2.33,15.95
736698.8125,2.23,28.42
736698.822917,2.14,31.28
736698.833333,2.03,24.6
736698.84375,1.97,20.52
736698.854167,1.9,14.31
736698.864583,1.82,17.62
736698.875,1.72,18.6
736698.885417,1.61,15.26
736698.895833,1.46,11.43
736698.90625,1.33,8.77
736698.916667,1.21,8.61
736698.927083,1.11,7.06
736698.9375,1.02,6.04
736698.947917,0.96,5.33
736698.958333,0.92,3.62
736698.96875,0.91,3.23
736698.979167,0.9,2.6
736698.989583,0.96,2.17
736699.0,1.06,1.97
736699.010417,1.18,0.28
736699.020833,1.26,0.0
736699.03125,1.35,0.0
736699.041667,1.42,0.01
736699.052083,1.58,0.0
736699.0625,1.71,0.0
736699.072917,1.71,0.08
736699.083333,1.59,0.4
736699.09375,1.0,2.92
736699.104167,0.84,6.08
736699.114583,0.95,6.2
736699.125,1.86,4.24
736699.135417,1.67,2.59
736699.145833,1.54,0.08
736699.15625,1.41,0.0
736699.166667,1.17,0.04
736699.177083,1.93,0.01
736699.1875,2.06,0.04
736699.197917,2.2,0.0
736699.208333,2.33,0.0
736699.21875,2.4,0.0
736699.229167,2.38,0.0
736699.239583,2.34,0.0
736699.25,2.29,0.0
736699.260417,2.19,0.0
736699.270833,2.06,0.0
736699.28125,1.93,0.0
736699.291667,1.81,0.0
